Employee_id,Age,Gender,Department,Job_role,Education,Education_field,Marital_status,Attrition,Years_at_company,Business_travel,Daily_pay,Distance_from_home,Environment_satisfaction,Hourly_rate,Job_involvement,Job_level,Job_satisfaction,Monthly_income,Monthly_rate,Num_companies_worked,Over_time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_LastYear,WorkLife_Balance,Years_In_CurrentRole,Years_Since_LastPromotion,Years_With_CurrManager
1019,22,Male,Research & Development,Laboratory Technician,1,Life Sciences,Married,No,4,Travel_Rarely,217,8,2,94,1,1,1,2451,6881,1,No,15,3,1,80,1,4,3,2,3,1,1
1022,48,Male,Research & Development,Healthcare Representative,3,Life Sciences,Single,No,2,Travel_Rarely,277,6,1,97,2,2,3,4240,13119,2,No,13,3,4,80,0,19,0,3,2,2,2
1024,48,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,No,15,Travel_Rarely,1355,4,3,78,2,3,3,10999,22245,7,No,14,3,2,80,0,27,3,3,11,4,8
1025,41,Female,Research & Development,Manufacturing Director,2,Medical,Single,No,2,Travel_Rarely,549,7,4,42,3,2,3,5003,23371,6,No,14,3,2,80,0,8,6,3,2,2,1
1026,39,Female,Research & Development,Manufacturing Director,1,Life Sciences,Married,No,21,Travel_Rarely,466,1,4,65,2,4,4,12742,7060,1,No,16,3,3,80,1,21,3,3,6,11,8
1027,27,Female,Research & Development,Manufacturing Director,4,Life Sciences,Married,No,3,Travel_Rarely,1055,2,1,47,3,2,4,4227,4658,0,No,18,3,2,80,1,4,2,3,2,2,2
1028,35,Male,Research & Development,Laboratory Technician,3,Other,Divorced,No,3,Travel_Rarely,802,10,2,45,3,1,4,3917,9541,1,No,20,4,1,80,1,3,4,2,2,1,2
1029,42,Male,Sales,Manager,2,Marketing,Married,No,1,Travel_Rarely,265,5,4,90,3,5,3,18303,7770,6,No,13,3,2,80,0,21,3,4,0,0,0
1030,50,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,No,1,Travel_Rarely,804,9,1,64,3,1,4,2380,20165,4,No,18,3,2,80,0,8,5,3,0,0,0
1032,59,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,No,5,Travel_Rarely,715,2,3,69,2,4,4,13726,21829,3,Yes,13,3,1,80,0,30,4,3,3,4,3
1033,37,Female,Research & Development,Healthcare Representative,2,Medical,Married,Yes,1,Travel_Rarely,1141,11,1,61,1,2,2,4777,14382,5,No,15,3,1,80,0,15,2,1,0,0,0
1034,55,Male,Research & Development,Healthcare Representative,4,Medical,Married,No,8,Travel_Frequently,135,18,3,62,3,2,2,6385,12992,3,Yes,14,3,4,80,2,17,3,3,7,6,7
1035,41,Female,Research & Development,Research Director,1,Life Sciences,Divorced,No,21,Non-Travel,247,7,2,55,1,5,3,19973,20284,1,No,22,4,2,80,2,21,3,3,16,5,10
1036,38,Male,Sales,Sales Executive,4,Life Sciences,Single,No,1,Travel_Rarely,1035,3,2,42,3,2,4,6861,4981,8,Yes,12,3,3,80,0,19,1,3,0,0,0
1037,26,Male,Sales,Sales Executive,2,Medical,Single,Yes,2,Non-Travel,265,29,2,79,1,2,1,4969,21813,8,No,18,3,4,80,0,7,6,3,2,2,2
1038,52,Female,Sales,Manager,1,Marketing,Married,Yes,32,Travel_Rarely,266,2,1,57,1,5,4,19845,25846,1,No,15,3,4,80,1,33,3,3,14,6,9
1039,44,Female,Sales,Sales Executive,3,Medical,Married,No,12,Travel_Rarely,1448,28,4,53,4,4,4,13320,11737,3,Yes,18,3,3,80,1,23,2,3,11,11,11
1040,50,Female,Sales,Sales Executive,3,Life Sciences,Married,No,18,Non-Travel,145,1,4,95,3,2,3,6347,24920,0,No,12,3,1,80,1,19,3,3,7,0,13
1042,36,Female,Research & Development,Laboratory Technician,4,Life Sciences,Single,Yes,17,Travel_Rarely,885,16,3,43,4,1,1,2743,8269,1,No,16,3,3,80,0,18,1,3,13,15,14
1043,39,Female,Research & Development,Manufacturing Director,3,Medical,Single,No,21,Travel_Frequently,945,22,4,82,3,3,1,10880,5083,1,Yes,13,3,3,80,0,21,2,3,6,2,8
1044,33,Female,Sales,Sales Representative,1,Life Sciences,Single,No,2,Non-Travel,1038,8,2,88,2,1,4,2342,21437,0,No,19,3,4,80,0,3,2,2,2,2,2
1045,45,Female,Sales,Manager,2,Life Sciences,Married,No,9,Travel_Rarely,1234,11,4,90,3,4,4,17650,5404,3,No,13,3,2,80,1,26,4,4,3,1,1
1046,32,Female,Research & Development,Laboratory Technician,4,Medical,Single,No,8,Non-Travel,1109,29,4,69,3,1,3,4025,11135,9,No,12,3,2,80,0,10,2,3,7,7,7
1047,34,Male,Sales,Sales Executive,4,Marketing,Divorced,No,15,Travel_Rarely,216,1,2,75,4,2,4,9725,12278,0,No,11,3,4,80,1,16,2,2,1,0,9
1048,59,Male,Sales,Manager,2,Technical Degree,Married,No,6,Travel_Rarely,1089,1,2,66,3,3,4,11904,11038,3,Yes,14,3,3,80,1,14,1,1,4,0,4
1049,45,Male,Human Resources,Human Resources,4,Medical,Single,No,6,Travel_Rarely,788,24,2,36,3,1,2,2177,8318,1,No,16,3,1,80,0,6,3,3,3,0,4
1050,53,Female,Sales,Sales Executive,3,Marketing,Married,No,15,Travel_Frequently,124,2,3,38,2,3,2,7525,23537,2,No,12,3,1,80,1,30,2,3,7,6,12
1052,36,Male,Research & Development,Laboratory Technician,3,Other,Divorced,Yes,1,Travel_Rarely,660,15,1,81,3,2,3,4834,7858,7,No,14,3,2,80,1,9,3,2,0,0,0
1053,26,Male,Research & Development,Research Scientist,3,Life Sciences,Married,Yes,3,Travel_Frequently,342,2,1,57,3,1,1,2042,15346,6,Yes,14,3,2,80,1,6,2,3,2,1,2
1055,34,Female,Sales,Sales Representative,4,Life Sciences,Married,No,1,Travel_Rarely,1333,10,3,87,3,1,3,2220,18410,1,Yes,19,3,4,80,1,1,2,3,1,0,0
1056,28,Male,Sales,Sales Representative,1,Medical,Married,No,1,Travel_Rarely,1144,10,4,74,3,1,2,1052,23384,1,No,22,4,2,80,0,1,5,3,0,0,0
1060,38,Male,Research & Development,Research Scientist,4,Other,Married,No,2,Travel_Frequently,1186,3,3,44,3,1,3,2821,2997,3,No,16,3,1,80,1,8,2,3,2,2,2
1061,50,Male,Research & Development,Research Director,4,Medical,Married,No,8,Travel_Rarely,1464,2,2,62,3,5,3,19237,12853,2,Yes,11,3,4,80,1,29,2,2,1,7,7
1062,37,Female,Research & Development,Healthcare Representative,3,Other,Single,No,4,Travel_Rarely,124,3,4,35,3,2,2,4107,13848,3,No,15,3,1,80,0,8,3,2,3,0,1
1066,40,Male,Sales,Sales Executive,3,Marketing,Married,No,7,Travel_Rarely,300,26,3,74,3,2,1,8396,22217,1,No,14,3,2,80,1,8,3,2,7,7,5
1068,26,Female,Research & Development,Research Scientist,1,Medical,Divorced,No,5,Travel_Frequently,921,1,1,66,2,1,3,2007,25265,1,No,13,3,3,80,2,5,5,3,3,1,3
1069,46,Male,Research & Development,Research Director,4,Medical,Divorced,No,2,Travel_Rarely,430,1,4,40,3,5,4,19627,21445,9,No,17,3,4,80,2,23,0,3,2,2,2
1070,54,Female,Sales,Sales Executive,4,Life Sciences,Married,No,9,Travel_Rarely,1082,2,3,41,2,3,3,10686,8392,6,No,11,3,2,80,1,13,4,3,4,7,0
1071,56,Female,Research & Development,Research Scientist,3,Medical,Married,No,5,Travel_Frequently,1240,9,1,63,3,1,3,2942,12154,2,No,19,3,2,80,1,18,4,3,4,0,3
1073,36,Female,Research & Development,Manufacturing Director,5,Medical,Single,No,14,Travel_Rarely,796,12,4,51,2,3,4,8858,15669,0,No,11,3,2,80,0,15,2,2,8,7,8
1074,55,Male,Research & Development,Manager,1,Medical,Single,No,9,Non-Travel,444,2,3,40,2,4,1,16756,17323,7,No,15,3,2,80,0,31,3,4,7,6,2
1076,43,Male,Sales,Sales Executive,3,Medical,Divorced,No,1,Travel_Rarely,415,25,3,79,2,3,4,10798,5268,5,No,13,3,3,80,1,18,5,3,0,0,0
1077,20,Female,Sales,Sales Representative,3,Marketing,Single,Yes,2,Travel_Frequently,769,9,4,54,3,1,4,2323,17205,1,Yes,14,3,2,80,0,2,3,3,2,0,2
1079,21,Female,Research & Development,Laboratory Technician,3,Life Sciences,Single,Yes,1,Travel_Rarely,1334,10,3,36,2,1,1,1416,17258,1,No,13,3,1,80,0,1,6,2,0,1,0
1080,46,Female,Research & Development,Research Scientist,4,Life Sciences,Divorced,No,16,Travel_Rarely,1003,8,4,74,2,2,1,4615,21029,8,Yes,23,4,1,80,3,19,2,3,13,1,7
1081,51,Male,Research & Development,Research Scientist,4,Life Sciences,Married,Yes,10,Travel_Rarely,1323,4,1,34,3,1,3,2461,10332,9,Yes,12,3,3,80,3,18,2,4,0,2,7
1082,28,Male,Research & Development,Healthcare Representative,2,Technical Degree,Single,Yes,10,Non-Travel,1366,24,2,72,2,3,1,8722,12355,1,No,12,3,1,80,0,10,2,2,7,1,9
1083,26,Male,Research & Development,Laboratory Technician,2,Medical,Married,No,5,Travel_Rarely,192,1,1,59,2,1,1,3955,11141,1,No,16,3,1,80,2,6,2,3,3,1,3
1084,30,Male,Research & Development,Manufacturing Director,3,Other,Married,No,6,Travel_Rarely,1176,20,3,85,3,2,1,9957,9096,0,No,15,3,3,80,1,7,1,2,2,0,2
1085,41,Female,Research & Development,Research Scientist,2,Technical Degree,Married,No,10,Travel_Rarely,509,7,2,43,4,1,3,3376,18863,1,No,13,3,3,80,0,10,3,3,6,0,8
1088,38,Female,Research & Development,Healthcare Representative,1,Life Sciences,Married,No,19,Travel_Rarely,330,17,3,65,2,3,3,8823,24608,0,No,18,3,1,80,1,20,4,2,9,1,9
1092,40,Male,Research & Development,Healthcare Representative,4,Technical Degree,Married,No,11,Travel_Rarely,1492,20,1,61,3,3,4,10322,26542,4,No,20,4,4,80,1,14,6,3,10,11,1
1094,27,Male,Research & Development,Laboratory Technician,5,Life Sciences,Married,No,3,Non-Travel,1277,8,1,87,1,1,3,4621,5869,1,No,19,3,4,80,3,3,4,3,2,1,2
1096,55,Male,Research & Development,Manufacturing Director,1,Life Sciences,Married,No,3,Travel_Frequently,1091,2,4,65,3,3,2,10976,15813,3,No,18,3,2,80,1,23,4,3,2,1,2
1097,28,Female,Research & Development,Research Scientist,3,Other,Single,No,8,Travel_Rarely,857,10,3,59,3,2,3,3660,7909,3,No,13,3,4,80,0,10,4,4,7,1,7
1098,44,Male,Human Resources,Human Resources,2,Medical,Married,Yes,20,Travel_Rarely,1376,1,2,91,2,3,1,10482,2326,9,No,14,3,4,80,1,24,1,3,6,3,6
1099,33,Male,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,No,3,Travel_Rarely,654,5,4,34,2,3,4,7119,21214,4,No,15,3,3,80,1,9,2,3,2,1,2
1100,35,Male,Sales,Sales Executive,3,Technical Degree,Single,Yes,8,Travel_Rarely,1204,4,4,86,3,3,1,9582,10333,0,Yes,22,4,1,80,0,9,2,3,7,4,7
1101,33,Female,Research & Development,Research Scientist,4,Medical,Single,Yes,13,Travel_Frequently,827,29,1,54,2,2,3,4508,3129,1,No,22,4,2,80,0,14,4,3,7,3,8
1102,28,Male,Research & Development,Laboratory Technician,2,Life Sciences,Divorced,No,4,Travel_Rarely,895,15,1,50,3,1,3,2207,22482,1,No,16,3,4,80,1,4,5,2,2,2,2
1103,34,Male,Research & Development,Healthcare Representative,1,Life Sciences,Single,No,6,Travel_Frequently,618,3,1,45,3,2,4,7756,22266,0,No,17,3,3,80,0,7,1,2,2,0,4
1105,37,Female,Sales,Sales Executive,4,Life Sciences,Divorced,No,1,Travel_Rarely,309,10,4,88,2,2,4,6694,24223,2,Yes,14,3,3,80,3,8,5,3,0,0,0
1106,25,Male,Research & Development,Laboratory Technician,1,Technical Degree,Married,Yes,7,Travel_Rarely,1219,4,4,32,3,1,4,3691,4605,1,Yes,15,3,2,80,1,7,3,4,7,5,6
1107,26,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,Yes,1,Travel_Rarely,1330,21,1,37,3,1,3,2377,19373,1,No,20,4,3,80,1,1,0,2,1,0,0
1108,33,Male,Research & Development,Research Scientist,3,Medical,Single,Yes,2,Travel_Rarely,1017,25,1,55,2,1,2,2313,2993,4,Yes,20,4,2,80,0,5,0,3,2,2,2
1109,42,Male,Research & Development,Manager,2,Medical,Married,No,22,Travel_Rarely,469,2,4,35,3,4,1,17665,14399,0,No,17,3,4,80,1,23,3,3,6,13,7
1111,28,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,Yes,1,Travel_Frequently,1009,1,1,45,2,1,2,2596,7160,1,No,15,3,1,80,2,1,2,3,0,0,0
1113,50,Male,Sales,Sales Executive,4,Other,Single,Yes,0,Travel_Frequently,959,1,4,81,3,2,3,4728,17251,3,Yes,14,3,4,80,0,5,4,3,0,0,0
1114,33,Female,Sales,Sales Executive,3,Life Sciences,Married,No,3,Travel_Frequently,970,7,4,30,3,2,2,4302,13401,0,No,17,3,3,80,1,4,3,3,2,0,2
1115,34,Male,Research & Development,Research Scientist,4,Life Sciences,Married,No,0,Non-Travel,697,3,3,40,2,1,4,2979,22478,3,No,17,3,4,80,3,6,2,3,0,0,0
1116,48,Male,Research & Development,Manager,4,Medical,Single,No,5,Non-Travel,1262,1,1,35,4,4,4,16885,16154,2,No,22,4,3,80,0,27,3,2,4,2,1
1117,45,Female,Sales,Sales Executive,4,Life Sciences,Married,No,15,Non-Travel,1050,9,2,65,2,2,3,5593,17970,1,No,13,3,4,80,1,15,2,3,10,4,12
1118,52,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,No,8,Travel_Rarely,994,7,2,87,3,3,2,10445,15322,7,No,19,3,4,80,0,18,4,3,6,4,0
1119,38,Male,Sales,Sales Executive,4,Marketing,Divorced,No,8,Travel_Rarely,770,10,3,73,2,3,3,8740,5569,0,Yes,14,3,2,80,2,9,2,3,7,2,7
1120,29,Female,Research & Development,Research Scientist,4,Life Sciences,Divorced,No,7,Travel_Rarely,1107,28,3,93,3,1,4,2514,26968,4,No,22,4,1,80,1,11,1,3,5,1,7
1121,28,Female,Research & Development,Manufacturing Director,3,Medical,Divorced,No,9,Travel_Rarely,950,3,4,93,3,3,2,7655,8039,0,No,17,3,2,80,3,10,3,2,7,1,7
1124,46,Male,Sales,Manager,1,Marketing,Married,No,12,Travel_Rarely,406,3,1,52,3,4,3,17465,15596,3,No,12,3,4,80,1,23,3,3,9,4,9
1125,38,Male,Sales,Sales Executive,2,Marketing,Single,No,1,Travel_Rarely,130,2,4,32,3,3,2,7351,20619,7,No,16,3,3,80,0,10,2,3,0,0,0
1126,43,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,No,8,Travel_Frequently,1082,27,3,83,3,3,1,10820,11535,8,No,11,3,3,80,1,18,1,3,7,0,1
1127,39,Male,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,Yes,18,Travel_Frequently,203,2,1,84,3,4,4,12169,13547,7,No,11,3,4,80,3,21,4,3,7,11,5
1128,40,Male,Research & Development,Research Director,3,Medical,Single,No,20,Travel_Rarely,1308,14,3,44,2,5,3,19626,17544,1,No,14,3,1,80,0,21,2,4,7,4,9
1131,21,Female,Research & Development,Research Scientist,1,Technical Degree,Single,No,2,Travel_Rarely,984,1,4,70,2,1,2,2070,25326,1,Yes,11,3,3,80,0,2,6,4,2,2,2
1132,39,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,No,5,Non-Travel,439,9,3,70,3,2,2,6782,8770,9,No,15,3,3,80,0,9,2,2,4,0,3
1133,36,Male,Research & Development,Manufacturing Director,4,Life Sciences,Single,No,11,Non-Travel,217,18,1,78,3,2,4,7779,23238,2,No,20,4,1,80,0,18,0,3,9,0,9
1135,31,Male,Sales,Sales Representative,3,Life Sciences,Married,No,2,Travel_Frequently,793,20,3,67,4,1,4,2791,21981,0,No,12,3,1,80,1,3,4,3,2,2,2
1136,28,Male,Research & Development,Research Scientist,1,Life Sciences,Married,No,5,Travel_Rarely,1451,2,1,67,2,1,2,3201,19911,0,No,17,3,1,80,0,6,2,1,3,0,4
1137,35,Male,Sales,Sales Executive,2,Marketing,Divorced,No,5,Travel_Frequently,1182,11,4,54,3,2,4,4968,18500,1,No,11,3,4,80,1,5,3,3,2,0,2
1138,49,Male,Sales,Sales Executive,4,Technical Degree,Married,No,9,Travel_Rarely,174,8,4,56,2,4,2,13120,11879,6,No,17,3,2,80,1,22,3,3,8,2,3
1140,34,Male,Research & Development,Manufacturing Director,2,Life Sciences,Single,No,3,Travel_Frequently,1003,2,4,95,3,2,3,4033,15834,2,No,11,3,4,80,0,5,3,2,2,0,2
1143,29,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,7,Travel_Frequently,490,10,4,61,3,1,2,3291,17940,0,No,14,3,4,80,2,8,2,2,5,1,1
1148,42,Male,Research & Development,Laboratory Technician,3,Medical,Single,No,1,Travel_Rarely,188,29,2,56,1,2,4,4272,9558,4,No,19,3,1,80,0,16,3,3,0,0,0
1150,29,Male,Research & Development,Manufacturing Director,1,Medical,Married,No,10,Travel_Rarely,718,8,2,79,2,2,4,5056,17689,1,Yes,15,3,3,80,1,10,2,2,7,1,2
1152,38,Male,Human Resources,Human Resources,3,Human Resources,Married,No,7,Travel_Rarely,433,1,3,37,4,1,3,2844,6004,1,No,13,3,4,80,1,7,2,4,6,5,0
1154,28,Male,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,3,Travel_Frequently,773,6,3,39,2,1,3,2703,22088,1,Yes,14,3,4,80,1,3,2,3,1,0,2
1156,18,Male,Research & Development,Laboratory Technician,1,Medical,Single,Yes,0,Non-Travel,247,8,3,80,3,1,3,1904,13556,1,No,12,3,4,80,0,0,0,3,0,0,0
1157,33,Female,Sales,Sales Executive,4,Marketing,Single,Yes,5,Travel_Rarely,603,9,1,77,3,2,1,8224,18385,0,Yes,17,3,1,80,0,6,3,3,2,0,3
1158,41,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,No,1,Travel_Rarely,167,12,2,46,3,1,4,4766,9051,3,Yes,11,3,1,80,1,6,4,3,0,0,0
1160,31,Male,Research & Development,Laboratory Technician,3,Medical,Married,Yes,2,Travel_Frequently,874,15,3,72,3,1,3,2610,6233,1,No,12,3,3,80,1,2,5,2,2,2,2
1161,37,Female,Research & Development,Healthcare Representative,2,Medical,Divorced,No,6,Travel_Rarely,367,25,3,52,2,2,4,5731,17171,7,No,13,3,3,80,2,9,2,3,2,1,3
1162,27,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,4,Travel_Rarely,199,6,4,55,2,1,3,2539,7950,1,No,13,3,3,80,1,4,0,3,2,2,2
1163,34,Female,Sales,Sales Executive,1,Life Sciences,Married,No,6,Travel_Rarely,1400,9,2,70,3,2,3,5714,5829,1,No,20,4,1,80,0,6,3,2,5,1,3
1164,35,Male,Human Resources,Human Resources,4,Technical Degree,Single,No,5,Travel_Rarely,528,8,3,100,3,1,3,4323,7108,1,No,17,3,2,80,0,6,2,1,4,1,4
1165,29,Female,Sales,Sales Executive,1,Life Sciences,Married,Yes,11,Travel_Rarely,408,23,4,45,2,3,1,7336,11162,1,No,13,3,1,80,1,11,3,1,8,3,10
1166,40,Female,Research & Development,Research Director,4,Medical,Single,No,18,Travel_Frequently,593,9,2,88,3,3,3,13499,13782,9,No,17,3,3,80,0,20,3,2,7,2,13
1167,42,Male,Sales,Sales Executive,3,Life Sciences,Single,Yes,21,Travel_Frequently,481,12,3,44,3,4,1,13758,2447,0,Yes,12,3,2,80,0,22,2,2,9,13,14
1171,42,Male,Sales,Sales Executive,4,Marketing,Single,No,6,Travel_Rarely,647,4,2,45,3,2,1,5155,2253,7,No,13,3,4,80,0,9,3,4,4,1,5
1172,35,Male,Research & Development,Laboratory Technician,4,Medical,Married,No,8,Travel_Rarely,982,1,4,58,2,1,3,2258,16340,6,No,12,3,2,80,1,10,2,3,0,1,7
1173,24,Male,Research & Development,Laboratory Technician,3,Medical,Single,No,4,Travel_Rarely,477,24,4,49,3,1,2,3597,6409,8,No,22,4,4,80,0,6,2,3,3,1,2
1175,28,Female,Research & Development,Laboratory Technician,1,Life Sciences,Married,Yes,1,Travel_Rarely,1485,12,3,79,3,1,4,2515,22955,1,Yes,11,3,4,80,0,1,4,2,1,0,0
1177,26,Male,Research & Development,Laboratory Technician,4,Medical,Married,No,8,Travel_Rarely,1384,3,1,82,4,1,4,4420,13421,1,No,22,4,2,80,1,8,2,3,7,0,7
1179,30,Male,Sales,Sales Executive,3,Marketing,Married,No,10,Travel_Rarely,852,10,3,72,2,2,3,6578,2706,1,No,18,3,1,80,1,10,3,3,3,1,4
1180,40,Female,Research & Development,Research Scientist,2,Medical,Married,No,1,Travel_Frequently,902,26,3,92,2,2,4,4422,21203,3,Yes,13,3,4,80,1,16,3,1,1,0,0
1182,35,Male,Research & Development,Manufacturing Director,3,Life Sciences,Divorced,No,7,Travel_Rarely,819,2,3,44,2,3,2,10274,19588,2,No,18,3,2,80,1,15,2,4,7,6,4
1184,34,Male,Research & Development,Healthcare Representative,3,Medical,Single,No,13,Travel_Frequently,669,1,4,97,2,2,1,5343,25755,0,No,20,4,3,80,0,14,3,3,9,4,9
1185,35,Male,Research & Development,Laboratory Technician,4,Other,Married,No,2,Travel_Frequently,636,4,4,47,2,1,4,2376,26537,1,No,13,3,2,80,1,2,2,4,2,2,2
1188,43,Female,Sales,Sales Executive,3,Marketing,Single,Yes,4,Travel_Rarely,1372,9,1,85,1,2,3,5346,9489,8,No,13,3,2,80,0,7,2,2,3,1,3
1190,32,Female,Sales,Sales Representative,1,Life Sciences,Divorced,No,1,Non-Travel,862,2,3,76,3,1,1,2827,14947,1,No,12,3,3,80,3,1,3,3,0,0,0
1191,56,Female,Research & Development,Manager,4,Technical Degree,Divorced,No,5,Travel_Rarely,718,4,4,92,3,5,1,19943,18575,4,No,13,3,4,80,1,28,2,3,2,4,2
1192,29,Female,Research & Development,Laboratory Technician,1,Medical,Married,No,10,Travel_Rarely,1401,6,2,54,3,1,4,3131,26342,1,No,13,3,1,80,1,10,5,3,8,0,8
1193,19,Male,Research & Development,Research Scientist,2,Life Sciences,Single,No,1,Travel_Rarely,645,9,3,54,3,1,1,2552,7172,1,No,25,4,3,80,0,1,4,3,1,0,0
1195,45,Female,Research & Development,Research Scientist,3,Medical,Married,No,3,Travel_Rarely,1457,7,1,83,3,1,3,4477,20100,4,Yes,19,3,3,80,1,7,2,2,2,0,2
1196,37,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,No,14,Travel_Rarely,977,1,4,56,2,2,4,6474,9961,1,No,13,3,2,80,1,14,2,2,8,3,11
1198,20,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,No,2,Travel_Rarely,805,3,1,87,2,1,3,3033,12828,1,No,12,3,1,80,0,2,2,2,2,1,2
1200,44,Male,Research & Development,Research Scientist,4,Life Sciences,Single,Yes,6,Travel_Rarely,1097,10,3,96,3,1,3,2936,10826,1,Yes,11,3,3,80,0,6,4,3,4,0,2
1201,53,Female,Research & Development,Manager,2,Medical,Divorced,No,7,Travel_Rarely,1223,7,4,50,3,5,3,18606,18640,3,No,18,3,2,80,1,26,6,3,7,4,7
1202,29,Female,Research & Development,Research Scientist,1,Life Sciences,Married,No,5,Travel_Rarely,942,15,2,69,1,1,4,2168,26933,0,Yes,18,3,1,80,1,6,2,2,4,1,3
1203,22,Male,Research & Development,Research Scientist,4,Life Sciences,Married,Yes,0,Travel_Frequently,1256,3,3,48,2,1,4,2853,4223,0,Yes,11,3,2,80,1,1,5,3,0,0,0
1204,46,Female,Sales,Manager,3,Marketing,Married,No,26,Travel_Rarely,1402,2,3,69,3,4,1,17048,24097,8,No,23,4,1,80,0,28,2,3,15,15,9
1206,44,Male,Research & Development,Research Scientist,3,Life Sciences,Single,No,0,Non-Travel,111,17,4,74,1,1,3,2290,4279,2,No,13,3,4,80,0,6,3,3,0,0,0
1207,33,Male,Human Resources,Human Resources,3,Human Resources,Married,No,5,Travel_Rarely,147,2,2,99,3,1,3,3600,8429,1,No,13,3,4,80,1,5,2,3,4,1,4
1210,41,Male,Research & Development,Research Scientist,2,Life Sciences,Divorced,Yes,1,Non-Travel,906,5,1,95,2,1,1,2107,20293,6,No,17,3,1,80,1,5,2,1,0,0,0
1211,30,Male,Sales,Sales Executive,4,Life Sciences,Divorced,No,4,Travel_Rarely,1329,29,3,61,3,2,1,4115,13192,8,No,19,3,3,80,3,8,3,3,3,0,3
1212,40,Male,Sales,Sales Executive,4,Medical,Married,No,0,Travel_Frequently,1184,2,2,62,3,2,2,4327,25440,5,No,12,3,4,80,3,5,2,3,0,0,0
1215,50,Female,Research & Development,Manager,3,Medical,Married,No,2,Travel_Frequently,1421,2,4,30,3,4,1,17856,9490,2,No,22,4,3,80,1,32,3,3,2,2,2
1216,28,Male,Research & Development,Laboratory Technician,4,Medical,Married,No,6,Travel_Rarely,1179,19,4,78,2,1,1,3196,12449,1,No,12,3,3,80,3,6,2,3,5,3,3
1217,46,Male,Research & Development,Research Director,2,Life Sciences,Married,No,4,Travel_Rarely,1450,15,4,52,3,5,2,19081,10849,5,No,11,3,1,80,1,25,2,3,2,0,3
1218,35,Male,Sales,Sales Executive,4,Life Sciences,Married,No,7,Travel_Rarely,1361,17,3,94,3,2,1,8966,21026,3,Yes,15,3,4,80,3,15,2,3,7,1,7
1219,24,Female,Research & Development,Laboratory Technician,2,Life Sciences,Married,Yes,1,Travel_Rarely,984,17,4,97,3,1,2,2210,3372,1,No,13,3,1,80,1,1,3,1,0,0,0
1220,33,Female,Sales,Sales Executive,3,Medical,Married,No,10,Travel_Frequently,1146,25,2,82,3,2,3,4539,4905,1,No,12,3,1,80,1,10,3,2,7,0,1
1221,36,Male,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,No,7,Travel_Rarely,917,6,3,60,1,1,3,2741,6865,1,No,14,3,3,80,1,7,4,3,7,1,7
1224,30,Male,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,No,10,Travel_Rarely,853,7,3,49,3,2,3,3491,11309,1,No,13,3,1,80,3,10,4,2,7,8,9
1225,44,Male,Research & Development,Research Scientist,4,Other,Single,No,20,Travel_Rarely,200,29,4,32,3,2,4,4541,7744,1,No,25,4,2,80,0,20,3,3,11,13,17
1226,20,Male,Sales,Sales Representative,3,Marketing,Single,No,2,Travel_Rarely,654,21,3,43,4,1,4,2678,5050,1,No,17,3,4,80,0,2,2,3,1,2,2
1228,46,Male,Research & Development,Manufacturing Director,4,Technical Degree,Divorced,No,6,Travel_Rarely,150,2,4,60,3,2,4,7379,17433,2,No,11,3,3,80,1,12,3,2,3,1,4
1231,42,Male,Human Resources,Human Resources,5,Medical,Married,No,4,Non-Travel,179,2,4,79,4,2,1,6272,12858,7,No,16,3,1,80,1,10,3,4,3,0,3
1233,60,Male,Sales,Sales Executive,4,Marketing,Divorced,No,11,Travel_Rarely,696,7,2,52,4,2,4,5220,10893,0,Yes,18,3,2,80,1,12,3,3,7,1,9
1234,32,Female,Research & Development,Laboratory Technician,3,Other,Married,No,2,Travel_Frequently,116,13,3,77,2,1,2,2743,7331,1,No,20,4,3,80,1,2,2,3,2,2,2
1235,32,Female,Research & Development,Research Scientist,2,Life Sciences,Single,No,8,Travel_Frequently,1316,2,4,38,3,2,3,4998,2338,4,Yes,14,3,4,80,0,10,2,3,7,0,7
1237,36,Female,Research & Development,Manufacturing Director,3,Technical Degree,Divorced,No,7,Travel_Rarely,363,1,3,77,1,3,1,10252,4235,2,Yes,21,4,3,80,1,17,2,3,7,7,7
